cyto	resp_del_freq	non_resp_del_freq	freq_diff	chr9_Mb
chr9_q34	42.80155642	36.93570451	5.865851906	130.867288
chr9_q34	42.80155642	37.07250342	5.729053	130.868288
chr9_q34	42.80155642	37.07250342	5.729053	130.869288
chr9_q34	42.80155642	37.07250342	5.729053	130.869288
chr9_q34	43.19066148	37.07250342	6.118158059	130.876288
chr9_q34	43.19066148	37.48290014	5.707761342	130.883288
chr9_q34	43.19066148	37.20930233	5.981359153	130.885288
chr9_q34	43.19066148	37.20930233	5.981359153	130.886288
chr9_q34	42.80155642	37.34610123	5.455455189	130.887288
chr9_q34	42.80155642	37.34610123	5.455455189	130.888288
chr9_q34	43.19066148	37.89329685	5.297364625	130.890288
chr9_q34	43.19066148	37.89329685	5.297364625	130.890288
chr9_q34	43.19066148	37.89329685	5.297364625	130.890288
chr9_q34	42.80155642	37.89329685	4.908259567	130.891288
chr9_q34	42.80155642	37.89329685	4.908259567	130.901288
chr9_q34	42.80155642	37.89329685	4.908259567	130.912288
chr9_q34	42.80155642	37.89329685	4.908259567	130.913288
chr9_q34	42.80155642	37.89329685	4.908259567	130.913288
chr9_q34	42.80155642	37.75649795	5.045058472	130.914288
chr9_q34	42.80155642	37.75649795	5.045058472	130.914288
chr9_q34	42.80155642	37.75649795	5.045058472	130.915288
chr9_q34	42.41245136	37.75649795	4.655953414	130.919288
chr9_q34	42.41245136	37.75649795	4.655953414	130.923288
chr9_q34	42.0233463	37.75649795	4.266848355	130.924288
chr9_q34	42.0233463	37.61969904	4.403647261	130.927288
chr9_q34	42.41245136	37.48290014	4.929551225	130.929288
chr9_q34	42.41245136	37.48290014	4.929551225	130.934288
chr9_q34	42.0233463	37.48290014	4.540446167	130.938288
chr9_q34	42.0233463	37.61969904	4.403647261	130.939288
chr9_q34	42.41245136	37.61969904	4.792752319	130.940288
chr9_q34	42.41245136	37.61969904	4.792752319	130.946288
chr9_q34	42.41245136	37.61969904	4.792752319	130.953288
chr9_q34	42.41245136	37.61969904	4.792752319	130.967288
chr9_q34	42.80155642	37.75649795	5.045058472	130.981288
chr9_q34	42.80155642	37.75649795	5.045058472	131.000288
chr9_q34	42.41245136	37.75649795	4.655953414	131.019288
chr9_q34	42.41245136	37.75649795	4.655953414	131.022288
chr9_q34	42.80155642	37.75649795	5.045058472	131.024288
chr9_q34	42.80155642	37.61969904	5.181857378	131.048288
chr9_q34	43.19066148	37.48290014	5.707761342	131.072288
chr9_q34	43.19066148	37.48290014	5.707761342	131.074288
chr9_q34	43.19066148	37.48290014	5.707761342	131.077288
chr9_q34	43.19066148	37.48290014	5.707761342	131.081288
chr9_q34	43.19066148	37.61969904	5.570962436	131.085288
chr9_q34	43.19066148	37.34610123	5.844560247	131.096288
chr9_q34	42.80155642	37.34610123	5.455455189	131.109288
chr9_q34	42.80155642	37.34610123	5.455455189	131.113288
chr9_q34	42.80155642	37.48290014	5.318656283	131.116288
chr9_q34	42.80155642	37.48290014	5.318656283	131.202288
chr9_q34	43.19066148	37.48290014	5.707761342	131.288288
chr9_q34	43.19066148	37.48290014	5.707761342	131.318288
chr9_q34	42.80155642	37.48290014	5.318656283	131.346288
chr9_q34	42.80155642	37.48290014	5.318656283	131.350288
chr9_q34	42.80155642	37.48290014	5.318656283	131.354288
chr9_q34	42.80155642	37.48290014	5.318656283	131.360288
chr9_q34	42.80155642	37.34610123	5.455455189	131.366288
chr9_q34	42.80155642	37.20930233	5.592254095	131.373288
chr9_q34	42.80155642	37.34610123	5.455455189	131.380288
chr9_q34	42.80155642	37.34610123	5.455455189	131.383288
chr9_q34	43.19066148	37.48290014	5.707761342	131.387288
chr9_q34	43.19066148	37.48290014	5.707761342	131.388288
chr9_q34	43.19066148	37.48290014	5.707761342	131.389288
chr9_q34	43.19066148	37.48290014	5.707761342	131.392288
chr9_q34	42.80155642	37.48290014	5.318656283	131.394288
chr9_q34	42.41245136	37.34610123	5.066350131	131.395288
chr9_q34	42.41245136	37.34610123	5.066350131	131.395288
chr9_q34	42.0233463	37.34610123	4.677245072	131.396288
chr9_q34	42.0233463	37.34610123	4.677245072	131.396288
chr9_q34	42.0233463	37.34610123	4.677245072	131.396288
chr9_q34	42.0233463	37.34610123	4.677245072	131.396288
chr9_q34	42.41245136	37.20930233	5.203149036	131.397288
chr9_q34	42.80155642	36.93570451	5.865851906	131.398288
chr9_q34	41.63424125	36.93570451	4.698536731	131.399288
chr9_q34	41.63424125	36.93570451	4.698536731	131.399288
chr9_q34	40.85603113	36.25170999	4.604321142	131.401288
chr9_q34	40.85603113	36.25170999	4.604321142	131.403288
chr9_q34	40.85603113	35.56771546	5.28831567	131.411288
chr9_q34	40.85603113	35.56771546	5.28831567	131.419288
chr9_q34	40.85603113	35.56771546	5.28831567	131.419288
chr9_q34	41.24513619	35.70451436	5.540621823	131.432288
chr9_q34	41.24513619	35.70451436	5.540621823	131.446288
chr9_q34	41.24513619	35.84131327	5.403822917	131.449288
chr9_q34	40.85603113	36.25170999	4.604321142	131.454288
chr9_q34	40.85603113	36.25170999	4.604321142	131.455288
chr9_q34	40.85603113	36.25170999	4.604321142	131.455288
chr9_q34	40.85603113	36.25170999	4.604321142	131.456288
chr9_q34	41.24513619	36.25170999	4.9934262	131.461288
chr9_q34	41.24513619	36.5253078	4.719828389	131.466288
chr9_q34	41.63424125	37.48290014	4.151341108	131.467288
chr9_q34	41.63424125	37.48290014	4.151341108	131.468288
chr9_q34	43.9688716	37.48290014	6.485971459	131.469288
chr9_q34	45.91439689	38.03009576	7.884301128	131.472288
chr9_q34	45.91439689	37.89329685	8.021100034	131.475288
chr9_q34	44.74708171	37.89329685	6.853784858	131.476288
chr9_q34	44.74708171	37.89329685	6.853784858	131.476288
chr9_q34	44.74708171	37.89329685	6.853784858	131.477288
chr9_q34	44.74708171	37.89329685	6.853784858	131.479288
chr9_q34	45.13618677	38.16689466	6.969292106	131.482288
chr9_q34	45.13618677	38.16689466	6.969292106	131.482288
chr9_q34	45.13618677	38.16689466	6.969292106	131.483288
chr9_q34	45.13618677	38.16689466	6.969292106	131.484288
chr9_q34	45.13618677	38.16689466	6.969292106	131.485288
chr9_q34	45.13618677	38.16689466	6.969292106	131.486288
chr9_q34	44.35797665	37.61969904	6.738277611	131.490288
chr9_q34	44.35797665	37.61969904	6.738277611	131.498288
chr9_q34	44.74708171	37.61969904	7.12738267	131.502288
chr9_q34	44.74708171	37.61969904	7.12738267	131.504288
chr9_q34	44.74708171	37.61969904	7.12738267	131.505288
chr9_q34	44.74708171	37.61969904	7.12738267	131.509288
chr9_q34	44.35797665	37.48290014	6.875076517	131.513288
chr9_q34	44.35797665	37.20930233	7.148674328	131.515288
chr9_q34	43.9688716	37.20930233	6.75956927	131.518288
chr9_q34	43.9688716	37.07250342	6.896368175	131.543288
chr9_q34	43.57976654	37.20930233	6.370464211	131.569288
chr9_q34	43.57976654	37.20930233	6.370464211	131.570288
chr9_q34	43.9688716	37.20930233	6.75956927	131.575288
chr9_q34	43.9688716	37.20930233	6.75956927	131.585288
chr9_q34	43.57976654	36.93570451	6.644062023	131.589288
chr9_q34	43.57976654	36.93570451	6.644062023	131.590288
chr9_q34	43.9688716	37.07250342	6.896368175	131.594288
chr9_q34	43.9688716	37.34610123	6.622770364	131.596288
chr9_q34	44.35797665	37.34610123	7.011875423	131.598288
chr9_q34	44.35797665	37.34610123	7.011875423	131.600288
chr9_q34	44.35797665	37.34610123	7.011875423	131.604288
chr9_q34	44.35797665	37.34610123	7.011875423	131.608288
chr9_q34	44.35797665	37.48290014	6.875076517	131.639288
chr9_q34	43.9688716	37.34610123	6.622770364	131.670288
chr9_q34	43.9688716	37.34610123	6.622770364	131.671288
chr9_q34	43.9688716	37.34610123	6.622770364	131.671288
chr9_q34	43.9688716	37.34610123	6.622770364	131.690288
chr9_q34	43.9688716	37.20930233	6.75956927	131.708288
chr9_q34	43.9688716	37.48290014	6.485971459	131.735288
chr9_q34	43.9688716	37.48290014	6.485971459	131.762288
chr9_q34	43.9688716	37.48290014	6.485971459	131.767288
chr9_q34	44.35797665	37.61969904	6.738277611	131.772288
chr9_q34	44.35797665	37.61969904	6.738277611	131.772288
chr9_q34	44.35797665	37.61969904	6.738277611	131.772288
chr9_q34	44.35797665	37.61969904	6.738277611	131.773288
chr9_q34	43.9688716	37.61969904	6.349172553	131.774288
chr9_q34	43.9688716	37.48290014	6.485971459	131.776288
chr9_q34	44.35797665	37.48290014	6.875076517	131.780288
chr9_q34	44.35797665	37.48290014	6.875076517	131.787288
chr9_q34	44.74708171	37.61969904	7.12738267	131.795288
chr9_q34	44.74708171	38.30369357	6.443388142	131.821288
chr9_q34	44.35797665	38.03009576	6.327880894	131.845288
chr9_q34	44.35797665	38.03009576	6.327880894	131.847288
chr9_q34	44.35797665	38.03009576	6.327880894	131.848288
chr9_q34	44.35797665	38.03009576	6.327880894	131.854288
chr9_q34	44.74708171	38.03009576	6.716985953	131.860288
chr9_q34	44.74708171	38.03009576	6.716985953	131.860288
chr9_q34	44.74708171	38.03009576	6.716985953	131.861288
chr9_q34	44.74708171	38.03009576	6.716985953	131.862288
chr9_q34	44.74708171	37.89329685	6.853784858	131.863288
chr9_q34	44.74708171	37.89329685	6.853784858	131.864288
chr9_q34	43.9688716	37.61969904	6.349172553	131.865288
chr9_q34	43.19066148	37.61969904	5.570962436	131.866288
chr9_q34	43.19066148	37.61969904	5.570962436	131.868288
chr9_q34	42.80155642	36.79890561	6.002650811	131.870288
chr9_q34	42.80155642	36.38850889	6.413047528	131.871288
chr9_q34	42.80155642	36.38850889	6.413047528	131.872288
chr9_q34	42.80155642	36.38850889	6.413047528	131.873288
chr9_q34	42.80155642	36.38850889	6.413047528	131.873288
chr9_q34	42.80155642	36.38850889	6.413047528	131.874288
chr9_q34	42.80155642	36.38850889	6.413047528	131.877288
chr9_q34	42.80155642	36.38850889	6.413047528	131.889288
chr9_q34	42.80155642	36.25170999	6.549846434	131.897288
chr9_q34	42.80155642	36.25170999	6.549846434	131.898288
chr9_q34	42.80155642	36.25170999	6.549846434	131.900288
chr9_q34	42.80155642	36.25170999	6.549846434	131.902288
chr9_q34	42.80155642	36.6621067	6.139449717	131.905288
chr9_q34	42.80155642	36.6621067	6.139449717	131.905288
chr9_q34	42.80155642	36.6621067	6.139449717	131.905288
chr9_q34	42.80155642	36.6621067	6.139449717	131.907288
chr9_q34	42.80155642	36.6621067	6.139449717	131.924288
chr9_q34	42.80155642	36.6621067	6.139449717	131.939288
chr9_q34	43.19066148	36.79890561	6.39175587	132.012288
chr9_q34	43.19066148	36.79890561	6.39175587	132.229288
chr9_q34	43.19066148	36.6621067	6.528554775	132.375288
chr9_q34	43.19066148	36.6621067	6.528554775	132.375288
chr9_q34	43.19066148	36.6621067	6.528554775	132.375288
chr9_q34	43.19066148	36.6621067	6.528554775	132.375288
chr9_q34	43.19066148	36.6621067	6.528554775	132.375288
chr9_q34	43.19066148	36.6621067	6.528554775	132.375288
chr9_q34	43.19066148	36.6621067	6.528554775	132.377288
chr9_q34	43.19066148	36.6621067	6.528554775	132.378288
chr9_q34	43.19066148	36.6621067	6.528554775	132.378288
chr9_q34	42.80155642	36.6621067	6.139449717	132.380288
chr9_q34	42.80155642	36.93570451	5.865851906	132.381288
chr9_q34	43.19066148	36.93570451	6.254956964	132.382288
chr9_q34	43.19066148	36.93570451	6.254956964	132.391288
chr9_q34	43.19066148	36.6621067	6.528554775	132.401288
chr9_q34	43.19066148	36.6621067	6.528554775	132.401288
chr9_q34	43.19066148	36.6621067	6.528554775	132.401288
chr9_q34	43.19066148	36.25170999	6.938951492	132.402288
chr9_q34	43.19066148	36.25170999	6.938951492	132.403288
chr9_q34	43.19066148	36.25170999	6.938951492	132.404288
chr9_q34	43.19066148	36.25170999	6.938951492	132.443288
chr9_q34	43.19066148	36.79890561	6.39175587	132.481288
chr9_q34	43.19066148	36.79890561	6.39175587	132.482288
chr9_q34	43.19066148	36.6621067	6.528554775	132.532288
chr9_q34	43.19066148	36.5253078	6.665353681	132.581288
chr9_q34	43.19066148	36.5253078	6.665353681	132.586288
chr9_q34	43.19066148	36.5253078	6.665353681	132.591288
chr9_q34	43.19066148	36.6621067	6.528554775	132.593288
chr9_q34	43.19066148	36.6621067	6.528554775	132.595288
chr9_q34	43.19066148	36.38850889	6.802152587	132.596288
chr9_q34	42.80155642	36.38850889	6.413047528	132.597288
chr9_q34	42.80155642	36.38850889	6.413047528	132.597288
chr9_q34	42.80155642	36.5253078	6.276248623	132.606288
chr9_q34	42.80155642	36.6621067	6.139449717	132.615288
chr9_q34	42.41245136	37.20930233	5.203149036	132.617288
chr9_q34	42.41245136	38.03009576	4.382355603	132.619288
chr9_q34	42.80155642	38.71409029	4.087466133	132.620288
chr9_q34	42.80155642	38.71409029	4.087466133	132.620288
chr9_q34	43.19066148	38.71409029	4.476571191	132.621288
chr9_q34	43.19066148	38.71409029	4.476571191	132.621288
chr9_q34	43.19066148	38.71409029	4.476571191	132.621288
chr9_q34	43.19066148	38.71409029	4.476571191	132.622288
chr9_q34	43.19066148	38.71409029	4.476571191	132.624288
chr9_q34	43.57976654	38.9876881	4.592078438	132.625288
chr9_q34	43.57976654	39.124487	4.455279533	132.626288
chr9_q34	43.57976654	39.124487	4.455279533	132.627288
chr9_q34	45.91439689	39.53488372	6.379513166	132.629288
chr9_q34	45.52529183	39.67168263	5.853609202	132.630288
chr9_q34	45.52529183	39.67168263	5.853609202	132.630288
chr9_q34	45.52529183	39.67168263	5.853609202	132.630288
chr9_q34	45.52529183	39.67168263	5.853609202	132.631288
chr9_q34	45.91439689	39.80848153	6.105915355	132.634288
chr9_q34	44.74708171	38.44049248	6.306589236	132.637288
chr9_q34	44.74708171	38.44049248	6.306589236	132.637288
chr9_q34	43.9688716	38.30369357	5.665178025	132.638288
chr9_q34	43.9688716	38.30369357	5.665178025	132.640288
chr9_q34	43.57976654	37.89329685	5.686469683	132.647288
chr9_q34	43.57976654	37.75649795	5.823268589	132.662288
chr9_q34	43.57976654	37.89329685	5.686469683	132.671288
chr9_q34	43.57976654	37.89329685	5.686469683	132.674288
chr9_q34	43.57976654	37.89329685	5.686469683	132.682288
chr9_q34	43.57976654	38.03009576	5.549670778	132.703288
chr9_q34	43.9688716	37.61969904	6.349172553	132.720288
chr9_q34	43.9688716	37.61969904	6.349172553	132.779288
chr9_q34	43.9688716	37.75649795	6.212373647	132.838288
chr9_q34	43.9688716	37.75649795	6.212373647	132.850288
chr9_q34	43.9688716	37.89329685	6.075574742	132.862288
chr9_q34	43.9688716	37.75649795	6.212373647	132.864288
chr9_q34	43.9688716	37.75649795	6.212373647	132.867288
chr9_q34	43.9688716	38.03009576	5.938775836	132.878288
chr9_q34	43.57976654	38.03009576	5.549670778	132.890288
chr9_q34	43.57976654	38.03009576	5.549670778	132.891288
chr9_q34	43.9688716	38.03009576	5.938775836	132.894288
chr9_q34	43.9688716	37.89329685	6.075574742	132.900288
chr9_q34	44.35797665	38.16689466	6.191081989	132.904288
chr9_q34	44.35797665	38.16689466	6.191081989	132.904288
chr9_q34	44.35797665	38.16689466	6.191081989	132.904288
chr9_q34	44.35797665	38.16689466	6.191081989	132.919288
chr9_q34	44.35797665	38.16689466	6.191081989	132.949288
chr9_q34	44.35797665	38.30369357	6.054283083	132.975288
chr9_q34	44.35797665	38.30369357	6.054283083	133.018288
chr9_q34	44.35797665	38.71409029	5.643886366	133.048288
chr9_q34	44.35797665	38.71409029	5.643886366	133.048288
chr9_q34	44.35797665	38.71409029	5.643886366	133.053288
chr9_q34	44.35797665	38.85088919	5.507087461	133.064288
chr9_q34	44.35797665	39.124487	5.23348965	133.148288
chr9_q34	44.35797665	39.124487	5.23348965	133.225288
chr9_q34	44.35797665	39.39808482	4.959891838	133.248288
chr9_q34	44.35797665	39.39808482	4.959891838	133.269288
chr9_q34	44.35797665	39.39808482	4.959891838	133.269288
chr9_q34	44.35797665	39.39808482	4.959891838	133.270288
chr9_q34	44.35797665	39.39808482	4.959891838	133.282288
chr9_q34	44.35797665	39.39808482	4.959891838	133.294288
chr9_q34	44.35797665	39.26128591	5.096690744	133.301288
chr9_q34	43.9688716	39.124487	4.844384591	133.316288
chr9_q34	43.9688716	39.124487	4.844384591	133.325288
chr9_q34	43.9688716	39.124487	4.844384591	133.326288
chr9_q34	43.9688716	39.26128591	4.707585686	133.328288
chr9_q34	44.35797665	39.26128591	5.096690744	133.332288
chr9_q34	44.35797665	39.26128591	5.096690744	133.334288
chr9_q34	44.35797665	39.26128591	5.096690744	133.334288
chr9_q34	44.35797665	38.71409029	5.643886366	133.620288
chr9_q34	44.35797665	38.57729138	5.780685272	133.907288
chr9_q34	44.35797665	38.57729138	5.780685272	133.909288
chr9_q34	44.74708171	38.57729138	6.16979033	133.913288
chr9_q34	44.74708171	38.57729138	6.16979033	133.917288
chr9_q34	44.74708171	38.57729138	6.16979033	133.921288
chr9_q34	44.74708171	38.57729138	6.16979033	133.926288
chr9_q34	44.74708171	38.71409029	6.032991425	133.932288
chr9_q34	44.74708171	38.71409029	6.032991425	133.932288
chr9_q34	44.74708171	38.71409029	6.032991425	133.932288
chr9_q34	45.13618677	38.71409029	6.422096483	133.934288
chr9_q34	45.13618677	38.71409029	6.422096483	133.936288
chr9_q34	45.13618677	38.71409029	6.422096483	133.939288
chr9_q34	45.13618677	38.57729138	6.558895389	133.946288
chr9_q34	45.13618677	38.85088919	6.285297578	133.951288
chr9_q34	45.13618677	38.85088919	6.285297578	133.953288
chr9_q34	45.13618677	38.85088919	6.285297578	133.956288
chr9_q34	45.13618677	38.85088919	6.285297578	133.960288
chr9_q34	44.74708171	38.9876881	5.759393614	133.963288
chr9_q34	44.74708171	38.9876881	5.759393614	133.965288
chr9_q34	44.74708171	38.85088919	5.896192519	133.969288
chr9_q34	44.74708171	38.85088919	5.896192519	133.975288
chr9_q34	44.74708171	38.85088919	5.896192519	133.978288
chr9_q34	44.74708171	38.85088919	5.896192519	133.978288
chr9_q34	44.74708171	38.30369357	6.443388142	133.980288
chr9_q34	44.74708171	38.30369357	6.443388142	133.987288
chr9_q34	44.74708171	38.03009576	6.716985953	133.993288
chr9_q34	44.35797665	38.03009576	6.327880894	133.994288
chr9_q34	44.35797665	38.16689466	6.191081989	133.996288
chr9_q34	44.35797665	38.16689466	6.191081989	133.996288
chr9_q34	44.35797665	38.30369357	6.054283083	133.998288
chr9_q34	44.35797665	38.30369357	6.054283083	134.001288
chr9_q34	44.35797665	38.30369357	6.054283083	134.004288
chr9_q34	43.9688716	38.30369357	5.665178025	134.008288
chr9_q34	43.9688716	38.30369357	5.665178025	134.018288
chr9_q34	43.9688716	38.30369357	5.665178025	134.031288
chr9_q34	43.9688716	38.30369357	5.665178025	134.087288
chr9_q34	43.57976654	38.30369357	5.276072967	134.140288
chr9_q34	43.57976654	38.30369357	5.276072967	134.143288
chr9_q34	43.19066148	38.30369357	4.886967908	134.148288
chr9_q34	43.19066148	38.30369357	4.886967908	134.151288
chr9_q34	43.57976654	38.30369357	5.276072967	134.158288
chr9_q34	43.57976654	38.16689466	5.412871872	134.174288
chr9_q34	43.57976654	38.30369357	5.276072967	134.244288
chr9_q34	43.57976654	38.30369357	5.276072967	134.323288
chr9_q34	43.57976654	38.30369357	5.276072967	134.341288
chr9_q34	43.57976654	38.30369357	5.276072967	134.343288
chr9_q34	43.57976654	38.30369357	5.276072967	134.347288
chr9_q34	43.57976654	38.16689466	5.412871872	134.350288
chr9_q34	43.57976654	38.16689466	5.412871872	134.374288
chr9_q34	43.19066148	37.89329685	5.297364625	134.398288
chr9_q34	43.19066148	37.89329685	5.297364625	134.399288
chr9_q34	43.19066148	37.89329685	5.297364625	134.401288
chr9_q34	43.19066148	37.89329685	5.297364625	134.401288
chr9_q34	43.19066148	37.89329685	5.297364625	134.402288
chr9_q34	43.19066148	37.89329685	5.297364625	134.404288
chr9_q34	43.19066148	37.75649795	5.434163531	134.418288
chr9_q34	43.19066148	37.89329685	5.297364625	134.443288
chr9_q34	42.80155642	37.89329685	4.908259567	134.455288
chr9_q34	42.80155642	37.89329685	4.908259567	134.456288
chr9_q34	42.41245136	37.89329685	4.519154508	134.458288
chr9_q34	42.41245136	37.89329685	4.519154508	134.459288
chr9_q34	42.80155642	37.89329685	4.908259567	134.461288
chr9_q34	42.80155642	37.89329685	4.908259567	134.465288
chr9_q34	43.19066148	37.89329685	5.297364625	134.467288
chr9_q34	43.19066148	37.75649795	5.434163531	134.470288
chr9_q34	43.19066148	37.75649795	5.434163531	134.473288
chr9_q34	43.19066148	37.75649795	5.434163531	134.484288
chr9_q34	43.57976654	37.89329685	5.686469683	134.494288
chr9_q34	43.57976654	38.03009576	5.549670778	134.722288
chr9_q34	43.57976654	38.03009576	5.549670778	134.951288
chr9_q34	43.57976654	38.03009576	5.549670778	134.954288
chr9_q34	43.19066148	38.03009576	5.160565719	134.955288
chr9_q34	43.19066148	38.03009576	5.160565719	135.014288
chr9_q34	43.19066148	38.03009576	5.160565719	135.074288
chr9_q34	43.19066148	38.03009576	5.160565719	135.088288
chr9_q34	43.57976654	38.16689466	5.412871872	135.104288
chr9_q34	43.57976654	38.16689466	5.412871872	135.106288
chr9_q34	43.19066148	38.03009576	5.160565719	135.110288
chr9_q34	43.19066148	38.03009576	5.160565719	135.130288
chr9_q34	43.57976654	38.03009576	5.549670778	135.149288
chr9_q34	43.57976654	38.16689466	5.412871872	135.161288
chr9_q34	43.57976654	38.30369357	5.276072967	135.172288
chr9_q34	43.57976654	38.30369357	5.276072967	135.172288
chr9_q34	43.57976654	38.30369357	5.276072967	135.172288
chr9_q34	43.57976654	38.30369357	5.276072967	135.180288
chr9_q34	43.9688716	38.57729138	5.391580214	135.194288
chr9_q34	43.9688716	39.67168263	4.297188969	135.202288
chr9_q34	43.9688716	39.67168263	4.297188969	135.202288
chr9_q34	43.9688716	39.67168263	4.297188969	135.202288
chr9_q34	44.74708171	39.67168263	5.075399086	135.203288
chr9_q34	44.74708171	39.67168263	5.075399086	135.203288
chr9_q34	44.74708171	39.67168263	5.075399086	135.204288
chr9_q34	44.35797665	39.26128591	5.096690744	135.206288
chr9_q34	44.35797665	39.26128591	5.096690744	135.206288
chr9_q34	43.57976654	38.30369357	5.276072967	135.208288
chr9_q34	43.57976654	38.03009576	5.549670778	135.217288
chr9_q34	43.9688716	37.89329685	6.075574742	135.238288
chr9_q34	43.9688716	38.03009576	5.938775836	135.261288
chr9_q34	43.9688716	38.03009576	5.938775836	135.272288
chr9_q34	43.9688716	37.89329685	6.075574742	135.568288
chr9_q34	43.9688716	37.75649795	6.212373647	135.862288
chr9_q34	43.9688716	37.75649795	6.212373647	135.862288
chr9_q34	43.9688716	37.75649795	6.212373647	135.863288
chr9_q34	43.9688716	37.75649795	6.212373647	135.895288
chr9_q34	44.35797665	37.89329685	6.4646798	135.926288
chr9_q34	44.35797665	37.89329685	6.4646798	135.926288
chr9_q34	44.35797665	37.89329685	6.4646798	135.927288
chr9_q34	44.35797665	37.89329685	6.4646798	135.928288
chr9_q34	44.35797665	37.89329685	6.4646798	135.929288
chr9_q34	44.35797665	37.89329685	6.4646798	135.929288
chr9_q34	44.74708171	37.89329685	6.853784858	135.930288
chr9_q34	44.74708171	37.89329685	6.853784858	135.938288
chr9_q34	45.13618677	37.89329685	7.242889917	135.947288
chr9_q34	45.13618677	38.03009576	7.106091011	135.962288
chr9_q34	45.13618677	38.16689466	6.969292106	135.977288
chr9_q34	45.13618677	38.16689466	6.969292106	135.978288
chr9_q34	45.13618677	38.16689466	6.969292106	135.978288
chr9_q34	45.13618677	38.16689466	6.969292106	135.981288
chr9_q34	45.13618677	38.16689466	6.969292106	135.983288
chr9_q34	45.13618677	38.16689466	6.969292106	136.007288
chr9_q34	45.91439689	38.03009576	7.884301128	136.034288
chr9_q34	45.91439689	38.16689466	7.747502222	136.060288
chr9_q34	46.30350195	38.57729138	7.726210564	136.107288
chr9_q34	46.30350195	38.44049248	7.863009469	136.131288
chr9_q34	46.30350195	38.44049248	7.863009469	136.131288
chr9_q34	45.91439689	38.71409029	7.2003066	136.132288
chr9_q34	45.91439689	38.71409029	7.2003066	136.133288
chr9_q34	45.91439689	38.71409029	7.2003066	136.133288
chr9_q34	45.91439689	38.71409029	7.2003066	136.133288
